customer_id,customer_name,customer_segment,signup_date
620,John Dryer,Consumer,2011-06-03
621,Richard Eichhorn,Consumer,2011-06-03
622,Roy Skaria,Home Office,2011-06-03
623,Steven Cartwright,Consumer,2011-06-03
624,Raymond Buch,Consumer,2011-06-04
625,Karl Braun,Consumer,2011-06-05
626,Charlotte Melton,Consumer,2011-06-06
627,Sarah Bern,Consumer,2011-06-06
628,Jamie Kunitz,Consumer,2011-06-06
629,Anna Chung,Consumer,2011-06-06
630,Muhammed Lee,Consumer,2011-06-06
631,Valerie Takahito,Home Office,2011-06-06
632,Michelle Tran,Home Office,2011-06-07
633,Nick Radford,Consumer,2011-06-07
634,Cynthia Arntzen,Consumer,2011-06-07
635,Todd Boyes,Corporate,2011-06-07
636,Erica Bern,Corporate,2011-06-07
637,Jim Sink,Corporate,2011-06-07
638,Neil Knudson,Home Office,2011-06-07
639,Stephanie Ulpright,Home Office,2011-06-07
640,Sung Chung,Consumer,2011-06-07
641,Rick Duston,Consumer,2011-06-08
642,Eleni McCrary,Corporate,2011-06-08
643,Angele Hood,Consumer,2011-06-08
644,Becky Pak,Consumer,2011-06-08
645,Jennifer Ferguson,Consumer,2011-06-09
646,Ivan Liston,Consumer,2011-06-09
647,Ross DeVincentis,Home Office,2011-06-09
648,Carl Weiss,Home Office,2011-06-09
649,Victor Preis,Home Office,2011-06-09
650,Adam Hart,Corporate,2011-06-10
651,Joy Daniels,Consumer,2011-06-10
652,Marc Crier,Consumer,2011-06-10
653,Cyra Reiten,Home Office,2011-06-11
654,Jeremy Ellison,Consumer,2011-06-13
655,Sally Matthias,Consumer,2011-06-13
656,Keith Dawkins,Corporate,2011-06-14
657,Joni Wasserman,Consumer,2011-06-14
658,Kelly Collister,Consumer,2011-06-15
659,Vivek Grady,Corporate,2011-06-16
660,Jill Fjeld,Consumer,2011-06-16
661,Charles Crestani,Consumer,2011-06-17
662,Lindsay Shagiari,Home Office,2011-06-17
663,Juliana Krohn,Consumer,2011-06-18
664,Jeremy Lonsdale,Consumer,2011-06-19
665,Stefania Perrino,Corporate,2011-06-20
666,Thomas Thornton,Consumer,2011-06-20
667,Joseph Airdo,Consumer,2011-06-21
668,Julie Prescott,Home Office,2011-06-21
669,Stuart Van,Corporate,2011-06-22
670,Fred McMath,Consumer,2011-06-22
671,Scot Coram,Corporate,2011-06-22
672,Joel Eaton,Consumer,2011-06-22
673,Deanra Eno,Home Office,2011-06-23
674,Denny Ordway,Consumer,2011-06-23
675,Andy Gerbode,Corporate,2011-06-23
676,Justin Deggeller,Corporate,2011-06-23
677,MaryBeth Skach,Consumer,2011-06-24
678,Philip Brown,Consumer,2011-06-24
679,Christopher Schild,Home Office,2011-06-24
680,Jason Gross,Corporate,2011-06-25
681,Noel Staavos,Corporate,2011-06-25
682,Pete Kriz,Consumer,2011-06-25
683,Emily Phan,Consumer,2011-06-27
684,Victoria Brennan,Corporate,2011-06-27
685,Christina DeMoss,Consumer,2011-06-27
686,Cathy Prescott,Corporate,2011-06-27
687,Nicole Brennan,Corporate,2011-06-27
688,Ruben Ausman,Corporate,2011-06-27
689,Tom Ashbrook,Home Office,2011-06-28
690,Frank Preis,Consumer,2011-06-29
691,George Zrebassa,Corporate,2011-06-29
692,Dionis Lloyd,Corporate,2011-06-29
693,Keith Herrera,Consumer,2011-06-29
694,Sally Knutson,Consumer,2011-06-30
695,Helen Abelman,Consumer,2011-06-30
696,Michael Chen,Consumer,2011-07-05
697,Don Miller,Corporate,2011-07-05
698,Dan Campbell,Consumer,2011-07-05
699,Claire Gute,Consumer,2011-07-06
700,Hilary Holden,Corporate,2011-07-07
701,Cari MacIntyre,Corporate,2011-07-08
702,Brian Moss,Corporate,2011-07-09
703,Deirdre Greer,Corporate,2011-07-09
704,Dario Medina,Corporate,2011-07-11
705,Paul Van Hugh,Home Office,2011-07-12
706,Barbara Fisher,Corporate,2011-07-14
707,Shirley Schmidt,Home Office,2011-07-14
708,Victoria Wilson,Corporate,2011-07-15
709,Craig Reiter,Consumer,2011-07-15
710,Catherine Glotzbach,Home Office,2011-07-15
711,Corey Catlett,Corporate,2011-07-16
712,Maureen Gastineau,Home Office,2011-07-18
713,Adrian Hane,Home Office,2011-07-18
714,Doug Bickford,Consumer,2011-07-18
715,Ritsa Hightower,Consumer,2011-07-19
716,Patrick Bzostek,Home Office,2011-07-19
717,Alex Grayson,Consumer,2011-07-20
718,Erin Mull,Consumer,2011-07-22
719,Larry Hughes,Consumer,2011-07-23
720,Gene McClure,Consumer,2011-07-23
721,Luke Foster,Consumer,2011-07-26
722,Logan Currie,Consumer,2011-07-27
723,Mathew Reese,Home Office,2011-07-28
724,Clytie Kelty,Consumer,2011-07-29
725,Sonia Sunley,Consumer,2011-08-05
726,Phillip Flathmann,Consumer,2011-08-05
727,Mick Hernandez,Home Office,2011-08-06
728,Corinna Mitchell,Home Office,2011-08-06
729,Amy Cox,Consumer,2011-08-08
730,Maria Bertelson,Consumer,2011-08-08
731,Parhena Norris,Home Office,2011-08-09
732,Matthew Grinstein,Home Office,2011-08-09
733,Jesus Ocampo,Home Office,2011-08-09
734,Henia Zydlo,Consumer,2011-08-10
735,Elizabeth Moffitt,Corporate,2011-08-10
736,Thomas Boland,Corporate,2011-08-12
737,Clay Rozendal,Home Office,2011-08-12
738,Jeremy Pistek,Consumer,2011-08-12
739,Alan Hwang,Consumer,2011-08-13
740,Matt Collins,Consumer,2011-08-15
741,Henry MacAllister,Consumer,2011-08-15
742,Alan Dominguez,Home Office,2011-08-16
743,Sibella Parks,Corporate,2011-08-17
744,Michael Oakman,Consumer,2011-08-17
745,Sylvia Foulston,Corporate,2011-08-17
746,Robert Barroso,Corporate,2011-08-23
747,Joel Jenkins,Home Office,2011-08-24
748,Denise Monton,Corporate,2011-08-24
749,Trudy Schmidt,Consumer,2011-08-25
750,Tim Brockman,Consumer,2011-08-25
751,Frank Merwin,Home Office,2011-08-26
752,Anthony O'Donnell,Corporate,2011-08-30
753,Nora Preis,Consumer,2011-09-05
754,Kimberly Carter,Corporate,2011-09-07
755,Tracy Collins,Home Office,2011-09-08
756,Susan Pistek,Consumer,2011-09-08
757,Carl Jackson,Corporate,2011-09-12
758,Brad Norvell,Corporate,2011-09-12
759,Pete Takahito,Consumer,2011-09-12
760,John Castell,Consumer,2011-09-14
761,Cathy Hwang,Home Office,2011-09-15
762,Doug Jacobs,Consumer,2011-09-15
763,Harold Ryan,Corporate,2011-09-15
764,Joni Blumstein,Consumer,2011-09-16
765,Jim Kriz,Home Office,2011-09-19
766,Karen Daniels,Consumer,2011-09-20
767,Henry Goldwyn,Corporate,2011-09-20
768,Olvera Toch,Consumer,2011-09-22
769,Zuschuss Carroll,Consumer,2011-09-23
770,Helen Wasserman,Corporate,2011-09-23
771,Ben Peterman,Corporate,2011-09-23
772,Karen Ferguson,Home Office,2011-09-26
773,Theresa Coyne,Corporate,2011-09-27
774,Barry Gonzalez,Consumer,2011-09-27
775,David Bremer,Corporate,2011-09-30
776,Jim Epp,Corporate,2011-10-06
777,John Murray,Consumer,2011-10-07
778,Rob Beeghly,Consumer,2011-10-12
779,Justin Ritter,Corporate,2011-10-13
780,Brenda Bowman,Corporate,2011-10-13
781,Bill Overfelt,Corporate,2011-10-13
782,Theone Pippenger,Consumer,2011-10-15
783,Sean Christensen,Consumer,2011-10-18
784,Justin Ellison,Corporate,2011-10-19
785,Ken Dana,Corporate,2011-10-20
786,Katherine Nockton,Corporate,2011-10-26
787,Nora Paige,Consumer,2011-10-28
788,Jenna Caffey,Consumer,2011-10-29
789,Maris LaWare,Consumer,2011-11-01
790,Robert Marley,Home Office,2011-11-02
791,Fred Harton,Consumer,2011-11-02
792,Chad Cunningham,Home Office,2011-11-15
793,Adrian Shami,Home Office,2011-11-17
794,Giulietta Baptist,Consumer,2011-12-08
795,Eileen Kiefer,Home Office,2012-08-05
